"class","fieldtypes","rid","type","version","administrativearealevel1","administrativearealevel2","country","formattedaddress","in_drive_from","in_drive_to","in_has_address","latitude","locality","longitude","place_id","postalcode","route","slug","streetnumber"
"Address","in_has_address=g,in_drive_from=g,latitude=d,longitude=d","#18:1092","d","1","Auvergne-Rhône-Alpes","Rhône","FR","36 All. des Hermières, 69126 Brindas, France","[]","null","[]","45.7313356","Brindas","4.710671","ChIJpYf9D-Lt9EcRtg38D9v34Q8","69126","All. des Hermières","36-all-des-hermieres-69126-brindas-france","36"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#18:1093","d","2","Auvergne-Rhône-Alpes","Rhône","FR","226 Rte de Soucieu, 69440 Saint-Laurent-d'Agny, France","[""#91:304""]","null","[""#75:694""]","45.6429044","Saint-Laurent-d'Agny","4.684571999999999","ChIJIZwob0zl9EcRA3OU3anDp6Q","69440","Rte de Soucieu","226-rte-de-soucieu-69440-saint-laurent-dagny-france","226"
"Address","in_has_address=g,in_drive_from=g,latitude=d,longitude=d","#18:1094","d","2","Auvergne-Rhône-Alpes","Rhône","FR","12 Avenue Dr Sérullaz Maire, 69670 Vaugneray, France","[""#92:306"",""#92:1394"",""#93:1033""]","null","[""#74:447"",""#76:955""]","45.7356317","Vaugneray","4.661478799999999","ChIJQe2wASny9EcRnW5YH4i1IB8","69670","Avenue Dr Sérullaz Maire","12-avenue-dr-serullaz-maire-69670-vaugneray-france","12"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#18:1095","d","2","Auvergne-Rhône-Alpes","Rhône","FR","16 Dom. du Grand Pré, 69510 Messimy, France","[""#91:308""]","null","[""#76:696""]","45.69787549999999","Messimy","4.685541499999999","EiwxNiBEb20uIGR1IEdyYW5kIFByw6ksIDY5NTEwIE1lc3NpbXksIEZyYW5jZSIwEi4KFAoSCbdOJHPU8fRHEX_bVJMSVhH6EBAqFAoSCT8nNuTT8fRHEWzDDH4oPlZr","69510","Dom. du Grand Pré","16-dom-du-grand-pre-69510-messimy-france","16"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#18:1096","d","2","Auvergne-Rhône-Alpes","Rhône","FR","17 Chem. de la Croix Blanche, 69510 Soucieu-en-Jarrest, France","[""#92:675""]","null","[""#75:205""]","45.6746215","Soucieu-en-Jarrest","4.690726","ChIJq44apODv9EcR2NRL7ZDA0XA","69510","Chem. de la Croix Blanche","17-chem-de-la-croix-blanche-69510-soucieu-en-jarrest-france","17"
"Address","latitude=d,longitude=d,in_drive_to=g","#18:1097","d","2","Auvergne-Rhône-Alpes","Rhône","FR","16 Rue Bourgelat, 69002 Lyon, France","null","[""#96:671""]","null","45.75308949999999","Lyon","4.8276473","ChIJ9xzrzLLr9EcRLkKDYOZ-MgA","69002","Rue Bourgelat","16-rue-bourgelat-69002-lyon-france","16"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#18:1098","d","2","Auvergne-Rhône-Alpes","Rhône","FR","79 Rte de Bordeaux, 69670 Vaugneray, France","[""#93:678"",""#91:322"",""#90:325"",""#91:720"",""#90:1445""]","null","[""#75:221"",""#74:971"",""#75:971""]","45.73064369999999","Vaugneray","4.6674298","ChIJeUJMoInx9EcRvh2BpN417T0","69670","Rte de Bordeaux","79-rte-de-bordeaux-69670-vaugneray-france","79"
"Address","latitude=d,longitude=d,in_drive_to=g","#18:1099","d","2","Auvergne-Rhône-Alpes","Rhône","FR","49 Av. Rosa Parks, 69009 Lyon, France","null","[""#96:675""]","null","45.7866272","Lyon","4.787662300000001","ChIJz0GfsqHs9EcRaw1pmFtdtb8","69009","Av. Rosa Parks","49-av-rosa-parks-69009-lyon-france","49"
"Address","latitude=d,longitude=d,in_has_address=g","#18:1100","d","2","Auvergne-Rhône-Alpes","Rhône","FR","Rte d'Yzeron, 69510 Thurins, France","null","null","[""#74:701""]","45.6875839","Thurins","4.634094","EiNSdGUgZCdZemVyb24sIDY5NTEwIFRodXJpbnMsIEZyYW5jZSIuKiwKFAoSCfMeLlzl8PRHEVvoHJRf10tyEhQKEgn9I4hG6vD0RxEwGrvkKqsIBA","69510","Rte d'Yzeron","rte-dyzeron-69510-thurins-france",""
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#18:1101","d","2","Auvergne-Rhône-Alpes","Rhône","FR","1 Rue du Goddard, 69290 Craponne, France","[""#90:319""]","null","[""#75:210""]","45.74209159999999","Craponne","4.722784499999999","ChIJvzFdc8Pt9EcRn0vOG7FoU5k","69290","Rue du Goddard","1-rue-du-goddard-69290-craponne-france","1"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#18:1102","d","2","Auvergne-Rhône-Alpes","Rhône","FR","34 Rue de Verdun, 69290 Craponne, France","[""#90:1045""]","null","[""#74:704""]","45.7434039","Craponne","4.7161494","ChIJn870COnt9EcROZYo9Mf6Tfw","69290","Rue de Verdun","34-rue-de-verdun-69290-craponne-france","34"
"Address","in_drive_from=g,latitude=d,longitude=d","#18:1103","d","2","Auvergne-Rhône-Alpes","Rhône","FR","191 Anc. Rte de Brindas, 69290 Craponne, France","[""#90:1068""]","null","null","45.7462269","Craponne","4.7335611","ChIJ_bxfBcnt9EcRr71rMSVlFYo","69290","Anc. Rte de Brindas","191-anc-rte-de-brindas-69290-craponne-france","191"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#18:1104","d","2","Auvergne-Rhône-Alpes","Rhône","FR","66 Rue de la Cr Denis, 69930 Saint-Laurent-de-Chamousset, France","[""#93:689""]","null","[""#74:948""]","45.738561","Saint-Laurent-de-Chamousset","4.463634","ChIJ87kToDVZ9EcRaIAjpoMcIVg","69930","Rue de la Cr Denis","66-rue-de-la-cr-denis-69930-saint-laurent-de-chamousset-france","66"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#18:1105","d","2","Auvergne-Rhône-Alpes","Rhône","FR","23 Rue du Morillon, 69126 Brindas, France","[""#92:1412""]","null","[""#75:214""]","45.7194099","Brindas","4.6864429","ChIJVXaxReTx9EcRi7sjPR16O6A","69126","Rue du Morillon","23-rue-du-morillon-69126-brindas-france","23"
"Address","in_has_address=g,in_drive_from=g,latitude=d,longitude=d","#18:1106","d","2","Auvergne-Rhône-Alpes","Rhône","FR","11 Avenue Dr Sérullaz Maire, 69670 Vaugneray, France","[""#92:692""]","null","[""#74:459""]","45.7350514","Vaugneray","4.6616136","ChIJG5knUyjy9EcRnGyeKzzixZA","69670","Avenue Dr Sérullaz Maire","11-avenue-dr-serullaz-maire-69670-vaugneray-france","11"
"Address","in_drive_from=g,latitude=d,longitude=d,in_has_address=g","#18:1107","d","2","Auvergne-Rhône-Alpes","Rhône","FR","4 Chem. des Marronniers, 69510 Messimy, France","[""#91:1416"",""#93:1430""]","null","[""#77:951""]","45.6964798","Messimy","4.6745893","ChIJnQSRj8zx9EcRaJ8Q44DduDM","69510","Chem. des Marronniers","4-chem-des-marronniers-69510-messimy-france","4"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#18:1108","d","2","Auvergne-Rhône-Alpes","Rhône","FR","26 Mnt de Verdun, 69160 Tassin-la-Demi-Lune, France","[""#92:696""]","null","[""#74:218""]","45.7616018","Tassin-la-Demi-Lune","4.784018","ChIJQQYZLH_s9EcRTD3GsZ2Wxhw","69160","Mnt de Verdun","26-mnt-de-verdun-69160-tassin-la-demi-lune-france","26"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#18:1109","d","2","Auvergne-Rhône-Alpes","Rhône","FR","2 Imp. de la Treille, 69210 L'Arbresle, France","[""#90:1058""]","null","[""#77:463""]","45.84088759999999","L'Arbresle","4.6188753","ChIJixyn7nqL9EcRWaGowkJMkpo","69210","Imp. de la Treille","2-imp-de-la-treille-69210-larbresle-france","2"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#18:1110","d","2","Auvergne-Rhône-Alpes","Rhône","FR","52 Av. des Alpes, 69510 Messimy, France","[""#92:1424""]","null","[""#75:957""]","45.69700659999999","Messimy","4.6850629","ChIJIXg0etTx9EcRbPcgqmA8Mdg","69510","Av. des Alpes","52-av-des-alpes-69510-messimy-france","52"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#18:1111","d","2","Auvergne-Rhône-Alpes","Rhône","FR","199 Rue du Dr Aude, 69670 Vaugneray, France","[""#92:1062""]","null","[""#77:714""]","45.7355324","Vaugneray","4.6630061","ChIJs7zkiijy9EcRuiXq5Jxh5y8","69670","Rue du Dr Aude","199-rue-du-dr-aude-69670-vaugneray-france","199"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#18:1112","d","2","Auvergne-Rhône-Alpes","Rhône","FR","260 Rte d'Aveize, 69610 Sainte-Foy-l'Argentière, France","[""#92:1427""]","null","[""#74:469""]","45.70574730000001","Sainte-Foy-l'Argentière","4.473018199999999","ChIJg4t0N2xZ9EcRf9qQMtaydss","69610","Rte d'Aveize","260-rte-daveize-69610-sainte-foy-largentiere-france","260"
"Address","in_has_address=g,in_drive_from=g,latitude=d,longitude=d","#18:1113","d","2","Auvergne-Rhône-Alpes","Rhône","FR","7 All. Thalie, 69230 Saint-Genis-Laval, France","[""#93:343""]","null","[""#74:726""]","45.6773095","Saint-Genis-Laval","4.7840983","ChIJ0-0KlsXo9EcRBH33fokl9So","69230","All. Thalie","7-all-thalie-69230-saint-genis-laval-france","7"
"Address","in_drive_to=g,latitude=d,longitude=d","#18:1114","d","2","Auvergne-Rhône-Alpes","Rhône","FR","Maison de Santé, 5 Pl. du 11 Novembre 1918, 69510 Thurins, France","null","[""#97:343"",""#94:356""]","null","45.68130879999999","Thurins","4.6403539","ChIJfQv1VfLw9EcRdeHW1Kzn8pM","69510","Pl. du 11 Novembre 1918","maison-de-sante-5-pl-du-11-novembre-1918-69510-thurins-france","5"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#18:1115","d","2","Auvergne-Rhône-Alpes","Rhône","FR","13 Rte du Bourg, 69210 Sourcieux-les-Mines, France","[""#93:712""]","null","[""#77:963""]","45.80680129999999","Sourcieux-les-Mines","4.622976599999999","ChIJx6gn8lXz9EcRk0I5-K_64Xo","69210","Rte du Bourg","13-rte-du-bourg-69210-sourcieux-les-mines-france","13"
"Address","latitude=d,longitude=d,in_drive_from=g","#18:1116","d","2","Auvergne-Rhône-Alpes","Rhône","FR","10 Rte Napoléon, 69210 Lentilly, France","[""#90:1073""]","null","null","45.825189","Lentilly","4.667058","ChIJ_T6Pc9-M9EcRJSol0vS9nOM","69210","Rte Napoléon","10-rte-napoleon-69210-lentilly-france","10"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#18:1117","d","2","Auvergne-Rhône-Alpes","Rhône","FR","12 Chem. du Siroux, 69260 Charbonnières-les-Bains, France","[""#91:1438""]","null","[""#76:475""]","45.7808661","Charbonnières-les-Bains","4.753261699999999","ChIJNS-VF-Ts9EcRMilYIMQ-oXI","69260","Chem. du Siroux","12-chem-du-siroux-69260-charbonnieres-les-bains-france","12"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g,in_drive_to=g","#18:1118","d","2","Auvergne-Rhône-Alpes","Rhône","FR","75 Rue Joseph Moulin, 69290 Craponne, France","[""#91:1076""]","[""#95:350""]","[""#77:968""]","45.74244210000001","Craponne","4.7082104","ChIJ8W8h2O_t9EcR6vfO9VqnvhM","69290","Rue Joseph Moulin","75-rue-joseph-moulin-69290-craponne-france","75"
"Address","latitude=d,longitude=d,in_drive_to=g","#18:1119","d","2","Auvergne-Rhône-Alpes","Loire","FR","20 Rue Michelet, 42700 Firminy, France","null","[""#95:1437""]","null","45.38706639999999","Firminy","4.2918259","ChIJb5r0kGKx9UcRyFTFq9rZIKU","42700","Rue Michelet","20-rue-michelet-42700-firminy-france","20"
"Address","latitude=d,longitude=d,in_drive_to=g","#18:1120","d","2","Auvergne-Rhône-Alpes","Ain","FR","Hauteville-Lompnes, 01110 Plateau d'Hauteville, France","null","[""#95:1439""]","null","45.9769859","Plateau d'Hauteville","5.6017849","ChIJhyDE76Fdi0cRIA7C5CqrCAQ","01110","null","hauteville-lompnes-01110-plateau-dhauteville-france","null"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#18:1121","d","2","Auvergne-Rhône-Alpes","Rhône","FR","Les Tilleuls, 69230 Saint-Genis-Laval, France","[""#90:722""]","null","[""#76:729""]","45.68670609999999","Saint-Genis-Laval","4.7968255","Ei1MZXMgVGlsbGV1bHMsIDY5MjMwIFNhaW50LUdlbmlzLUxhdmFsLCBGcmFuY2UiLiosChQKEgkD-ojx4Oj0RxF4IVPwGV6rYBIUChIJr6GuAyHp9EcRAHjkQS6rCBw","69230","Les Tilleuls","les-tilleuls-69230-saint-genis-laval-france","null"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#18:1122","d","2","Auvergne-Rhône-Alpes","Rhône","FR","29 Rue du Bourbonnais, 69009 Lyon, France","[""#90:724""]","null","[""#77:238""]","45.7739316","Lyon","4.8023975","ChIJJfH3xXHr9EcRsyc7kbxv834","69009","Rue du Bourbonnais","29-rue-du-bourbonnais-69009-lyon-france","29"
"Address","in_drive_to=g,latitude=d,longitude=d","#18:1123","d","4","Auvergne-Rhône-Alpes","Rhône","FR","62 Rue de Brest, 69002 Lyon, France","null","[""#94:1447""]","null","45.7610226","Lyon","4.8330948","ChIJ6xQeSFTq9EcRBjS9OYZQAKM","69002","Rue de Brest","62-rue-de-brest-69002-lyon-france","62"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#18:1124","d","3","Auvergne-Rhône-Alpes","Rhône","FR","5 All. du Châtelard, 69510 Messimy, France","[""#91:1450""]","null","[""#74:977""]","45.6996238","Messimy","4.670478399999999","Eis1IEFsbC4gZHUgQ2jDonRlbGFyZCwgNjk1MTAgTWVzc2lteSwgRnJhbmNlIjASLgoUChIJo_fbhsnx9EcRGPzWNimQLoQQBSoUChIJo_fbhsnx9EcR8iGR4-jLUj4","69510","All. du Châtelard","5-all-du-chatelard-69510-messimy-france","5"
"Address","in_has_address=g,latitude=d,longitude=d","#19:0","d","1","Auvergne-Rhône-Alpes","Rhône","FR","10 Allée Raoul Follereau, 69230 Saint-Genis-Laval, France","null","null","[]","45.6858914","Saint-Genis-Laval","4.7840308","ChIJOQlmV9fo9EcRMOlIKCA-ue0","69230","Allée Raoul Follereau","10-allee-raoul-follereau-69230-saint-genis-laval-france","10"
"Address","latitude=d,longitude=d,in_has_address=g","#19:1","d","2","Auvergne-Rhône-Alpes","Rhône","FR","197 Chemin de Fontanières, 69350 La Mulatière, France","null","null","[""#74:744""]","45.7342294","La Mulatière","4.8107944","ChIJieIzAdvr9EcRzoe3fwKEk-g","69350","Chemin de Fontanières","197-chemin-de-fontanieres-69350-la-mulatiere-france","197"
"Address","latitude=d,longitude=d","#19:2","d","1","Auvergne-Rhône-Alpes","Rhône","FR","2 Rue Sainte-Catherine, 69001 Lyon, France","null","null","null","45.7680958","Lyon","4.8323372","ChIJ0XQ5Zf7q9EcRBOpXgai0MMM","69001","Rue Sainte-Catherine","2-rue-sainte-catherine-69001-lyon-france","2"
"Address","in_drive_to=g,latitude=d,longitude=d","#19:3","d","2","Auvergne-Rhône-Alpes","Rhône","FR","8 Rue Henri Rolland, 69100 Villeurbanne, France","null","[""#96:367""]","null","45.771145","Villeurbanne","4.862947900000001","ChIJ_3OAX4Xq9EcRviIts7wMZXQ","69100","Rue Henri Rolland","8-rue-henri-rolland-69100-villeurbanne-france","8"
"Address","in_drive_from=g,in_drive_to=g,in_has_address=g,latitude=d,longitude=d","#19:4","d","2","Auvergne-Rhône-Alpes","Rhône","FR","1 Route du Col-de-la-Luere, 69290 Grézieu-la-Varenne, France","[""#93:1095"",""#93:1098"",""#93:376"",""#93:744"",""#91:58"",""#92:129"",""#90:1292"",""#91:1303"",""#91:951"",""#92:277"",""#93:1408"",""#93:357""]","[""#97:1173"",""#96:1181"",""#95:96"",""#95:460""]","[""#75:23"",""#77:2"",""#77:522""]","45.7490641","Grézieu-la-Varenne","4.6961005","Ej0xIFJvdXRlIGR1IENvbC1kZS1sYS1MdWVyZSwgNjkyOTAgR3LDqXppZXUtbGEtVmFyZW5uZSwgRnJhbmNlIjASLgoUChIJ3UMq8Ary9EcR16l5X6E1UYsQASoUChIJm3FWnPXt9EcR3Cg8WSYLqZE","69290","Route du Col-de-la-Luere","1-route-du-col-de-la-luere-69290-grezieu-la-varenne-france","1"
"Address","in_drive_from=g,in_has_address=g,in_drive_to=g,latitude=d,longitude=d","#19:5","d","2","Auvergne-Rhône-Alpes","Rhône","FR","52 Rue des Collonges, 69230 Saint-Genis-Laval, France","[""#92:583""]","[]","[""#75:885""]","45.6919282","Saint-Genis-Laval","4.8028242","ChIJmSbTSxzp9EcRH9HoUhxJbvg","69230","Rue des Collonges","52-rue-des-collonges-69230-saint-genis-laval-france","52"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:6","d","2","Auvergne-Rhône-Alpes","Rhône","FR","1 Boulevard des Allées Fleuries, 69530 Brignais, France","[""#93:70""]","null","[""#74:251""]","45.676448","Brignais","4.761032","ChIJebDX_Tnv9EcRYQTaZh4zszI","69530","Boulevard des Allées Fleuries","1-boulevard-des-allees-fleuries-69530-brignais-france","1"
"Address","in_drive_from=g,latitude=d,longitude=d,in_has_address=g","#19:7","d","2","Auvergne-Rhône-Alpes","Rhône","FR","10 Rue du Vieux Château, 69340 Francheville, France","[]","null","[""#75:3""]","45.7365046","Francheville","4.7706291","ChIJz42OxRrs9EcReid23ZWxv20","69340","Rue du Vieux Château","10-rue-du-vieux-chateau-69340-francheville-france","10"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:8","d","1","Auvergne-Rhône-Alpes","Rhône","FR","13 Avenue de Verdun, 69440 Mornant, France","[]","null","[]","45.62082009999999","Mornant","4.67091","ChIJl-u8Z9b69EcR4CFCOwUK0T0","69440","Avenue de Verdun","13-avenue-de-verdun-69440-mornant-france","13"
"Address","in_drive_to=g,latitude=d,longitude=d","#19:9","d","2","Auvergne-Rhône-Alpes","Rhône","FR","7 Rue du Griffon, 69001 Lyon, France","null","[""#96:854"",""#97:214""]","null","45.7689184","Lyon","4.83638","ChIJyey35Pvq9EcRl7fPzht_eXc","69001","Rue du Griffon","7-rue-du-griffon-69001-lyon-france","7"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:10","d","2","Auvergne-Rhône-Alpes","Rhône","FR","16 Rue du Crest, 69290 Grézieu-la-Varenne, France","[""#92:104"",""#90:689""]","null","[""#76:641"",""#77:702"",""#74:213""]","45.7468368","Grézieu-la-Varenne","4.697431","ChIJ46NtEgry9EcRrI1zVSLDBys","69290","Rue du Crest","16-rue-du-crest-69290-grezieu-la-varenne-france","16"
"Address","in_drive_from=g,in_drive_to=g,latitude=d,longitude=d","#19:11","d","1","Auvergne-Rhône-Alpes","Rhône","FR","5 Rue Jacques Duclos, 69700 Givors, France","[]","[]","null","45.6029235","Givors","4.762101599999999","ChIJceUvrJ3m9EcRWNQh7LZlogk","69700","Rue Jacques Duclos","5-rue-jacques-duclos-69700-givors-france","5"
"Address","latitude=d,longitude=d,in_has_address=g","#19:12","d","2","Auvergne-Rhône-Alpes","Rhône","FR","Rue du Clos Binet 69390 Millery, 69390 Millery, France","null","null","[""#74:759""]","45.6316866","Millery","4.7851906","EjZSdWUgZHUgQ2xvcyBCaW5ldCA2OTM5MCBNaWxsZXJ5LCA2OTM5MCBNaWxsZXJ5LCBGcmFuY2UiLiosChQKEgl9VgmXaub0RxGKwMERWXAlFxIUChIJC6NWLT7m9EcReWJVK8Y9Ucg","69390","Rue du Clos Binet 69390 Millery","rue-du-clos-binet-69390-millery-69390-millery-france","null"
"Address","in_drive_from=g,latitude=d,longitude=d,in_has_address=g","#19:13","d","2","Auvergne-Rhône-Alpes","Rhône","FR","3 Chemin de la Tour de Varissan, 69700 Givors, France","[]","null","[""#76:740""]","45.5934091","Givors","4.7634259","ChIJB2qQfaHm9EcRKRJRDYSa3Ag","69700","Chemin de la Tour de Varissan","3-chemin-de-la-tour-de-varissan-69700-givors-france","3"
"Address","in_drive_from=g,latitude=d,longitude=d,in_has_address=g","#19:14","d","2","Auvergne-Rhône-Alpes","Rhône","FR","12 Rue Couriot, 69520 Grigny, France","[]","null","[""#76:259""]","45.601247","Grigny","4.7781642","ChIJuWbsdZPm9EcR2z9bL2ZFxKs","69520","Rue Couriot","12-rue-couriot-69520-grigny-france","12"
"Address","in_drive_from=g,latitude=d,longitude=d,in_has_address=g","#19:15","d","2","Auvergne-Rhône-Alpes","Rhône","FR","7 Rue du Garel, 69530 Brignais, France","[]","null","[""#76:250""]","45.6722665","Brignais","4.7531688","ChIJxbPmgkDv9EcR9f0Wov38hGY","69530","Rue du Garel","7-rue-du-garel-69530-brignais-france","7"
"Address","in_has_address=g,latitude=d,longitude=d","#19:16","d","2","Île-de-France","Essonne","FR","73 Rue Ferdinand Buisson, 91210 Draveil, France","null","null","[""#76:261""]","48.6764398","Draveil","2.4062971","ChIJcZUiS5jf5UcRjbcTO7dBHok","91210","Rue Ferdinand Buisson","73-rue-ferdinand-buisson-91210-draveil-france","73"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:17","d","2","Auvergne-Rhône-Alpes","Rhône","FR","19 Chemin de la Chauchere, 69510 Soucieu-en-Jarrest, France","[""#93:731"",""#91:365"",""#91:367"",""#91:7"",""#90:375""]","null","[""#74:31""]","45.6733617","Soucieu-en-Jarrest","4.697677","ChIJn1CKbOjv9EcRJq0udYMgxEM","69510","Chemin de la Chauchere","19-chemin-de-la-chauchere-69510-soucieu-en-jarrest-france","19"
"Address","in_drive_from=g,latitude=d,longitude=d,in_has_address=g","#19:18","d","2","Auvergne-Rhône-Alpes","Rhône","FR","9 Rue Albert Falsan, 69009 Lyon-9E-Arrondissement, France","[]","null","[""#75:755""]","45.8064989","Lyon-9E-Arrondissement","4.836295599999999","ChIJSzC__dWU9EcRG1feIaCwjSs","69009","Rue Albert Falsan","9-rue-albert-falsan-69009-lyon-9e-arrondissement-france","9"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:19","d","1","Auvergne-Rhône-Alpes","Rhône","FR","10 Route des Monts du Lyonnais, 69510 Messimy, France","[]","null","[]","45.70003860000001","Messimy","4.6869193","ChIJ9wAl7dbx9EcRd2pFb4n7uuM","69510","Route des Monts du Lyonnais","10-route-des-monts-du-lyonnais-69510-messimy-france","10"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:20","d","2","Auvergne-Rhône-Alpes","Rhône","FR","3 Avenue Gabriel Fougerouse, 69930 Saint-Laurent-de-Chamousset, France","[""#91:752"",""#91:1110""]","null","[]","45.74045770000001","Saint-Laurent-de-Chamousset","4.4612568","EkYzIEF2ZW51ZSBHYWJyaWVsIEZvdWdlcm91c2UsIDY5OTMwIFNhaW50LUxhdXJlbnQtZGUtQ2hhbW91c3NldCwgRnJhbmNlIjASLgoUChIJE-vOz0pZ9EcRK9h5is5aGyoQAyoUChIJNwDpvkpZ9EcRFsHIF6cQv9Q","69930","Avenue Gabriel Fougerouse","3-avenue-gabriel-fougerouse-69930-saint-laurent-de-chamousset-france","3"
"Address","in_drive_to=g,latitude=d,longitude=d","#19:21","d","2","Auvergne-Rhône-Alpes","Rhône","FR","35 Rue Pernon, 69004 Lyon, France","null","[""#94:377"",""#96:1160""]","null","45.778532","Lyon","4.818313799999999","ChIJ90ySzxbr9EcRtV7ZhhAus4w","69004","Rue Pernon","35-rue-pernon-69004-lyon-france","35"
"Address","latitude=d,longitude=d,in_drive_to=g","#19:22","d","2","Auvergne-Rhône-Alpes","Rhône","FR","45 Rue de Bonnel, 69003 Lyon, France","null","[""#96:362""]","null","45.7618745","Lyon","4.847649399999999","ChIJZ3r7C1_q9EcRUjCgpYgGLPk","69003","Rue de Bonnel","45-rue-de-bonnel-69003-lyon-france","45"
"Address","in_drive_to=g,latitude=d,longitude=d","#19:23","d","1","Auvergne-Rhône-Alpes","Rhône","FR","Chemin de Findez, 69340 Francheville, France","null","[]","null","45.733777","Francheville","4.7351103","ChIJrZ17ziTs9EcRyBGEJ24G610","69340","Chemin de Findez","chemin-de-findez-69340-francheville-france","null"
"Address","in_drive_to=g,latitude=d,longitude=d","#19:24","d","1","Auvergne-Rhône-Alpes","Rhône","FR","21 Avenue Jean-François Raclet, 69007 Lyon, France","null","[]","null","45.7341566","Lyon","4.8391111","ChIJS7pZwCTq9EcRYkz7RlaoGwk","69007","Avenue Jean-François Raclet","21-avenue-jean-francois-raclet-69007-lyon-france","21"
"Address","in_drive_from=g,latitude=d,longitude=d","#19:25","d","2","Auvergne-Rhône-Alpes","Rhône","FR","126 Grande Rue de la Guillotière, 69007 Lyon, France","[""#91:139""]","null","null","45.7502068","Lyon","4.8502282","ChIJHbA8vmnq9EcRfw_gksZXByQ","69007","Grande Rue de la Guillotière","126-grande-rue-de-la-guillotiere-69007-lyon-france","126"
"Address","in_drive_to=g,latitude=d,longitude=d","#19:26","d","2","Auvergne-Rhône-Alpes","Rhône","FR","20 Rue de la Villette, 69003 Lyon, France","null","[""#94:435"",""#96:799"",""#94:989"",""#97:687""]","null","45.7623603","Lyon","4.8615503","ChIJYYVVznzq9EcRb7OzjaMVEfc","69003","Rue de la Villette","20-rue-de-la-villette-69003-lyon-france","20"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:27","d","2","Auvergne-Rhône-Alpes","Rhône","FR","2 Rue Platière, 69700 Givors, France","[]","null","[""#77:246"",""#76:499""]","45.5886767","Givors","4.7686038","ChIJqwa227rm9EcREh-m8m6J_Rc","69700","Rue Platière","2-rue-platiere-69700-givors-france","2"
"Address","in_drive_from=g,latitude=d,longitude=d","#19:28","d","1","Auvergne-Rhône-Alpes","Rhône","FR","54 Route de Ternay, 69360 Communay, France","[]","null","null","45.6043328","Communay","4.8228893","ChIJfyYaOnLn9EcR7SzYl7987t0","69360","Route de Ternay","54-route-de-ternay-69360-communay-france","54"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:29","d","2","Auvergne-Rhône-Alpes","Rhône","FR","Allée de la Chevalerie, 69126 Brindas, France","[""#93:592"",""#90:951""]","null","[""#76:345""]","45.732982","Brindas","4.707161999999999","ChIJ8wnBz-Lt9EcRzTc36V7haU4","69126","Allée de la Chevalerie","allee-de-la-chevalerie-69126-brindas-france","null"
"Address","in_drive_to=g,latitude=d,longitude=d","#19:30","d","1","Auvergne-Rhône-Alpes","Rhône","FR","23 Rue Claudia, 69002 Lyon, France","null","[]","null","45.76394299999999","Lyon","4.837644000000001","ChIJxYfIf_jq9EcRsa4bKfwoyTo","69002","Rue Claudia","23-rue-claudia-69002-lyon-france","23"
"Address","in_drive_from=g,latitude=d,longitude=d,in_has_address=g","#19:31","d","2","Auvergne-Rhône-Alpes","Rhône","FR","29 Rue Paul Bovier Lapierre, 69530 Brignais, France","[]","null","[""#77:29""]","45.6704889","Brignais","4.761003500000001","EjMyOSBSdWUgUGF1bCBCb3ZpZXIgTGFwaWVycmUsIDY5NTMwIEJyaWduYWlzLCBGcmFuY2UiMBIuChQKEglBwYdvSO_0RxFD2Uo88vvQLRAdKhQKEgn5SIF3SO_0RxGBVsMsyYrMKg","69530","Rue Paul Bovier Lapierre","29-rue-paul-bovier-lapierre-69530-brignais-france","29"
